EncounterLayerID,MapID,Name,FriendlyName,Description,BattleValue,ContractTypeID,EncounterLayerGUID,TagSetID,IncludeInBuild,,,,,,,,,,,,,,,
mapGeneral_powerStructure_uTech.a78bd4d6-070c-45e0-95a0-c59cc7bedcaf,mapGeneral_powerStructure_uTech,encGeneral_DestroyBase,Destroy Base,,0,6,a78bd4d6-070c-45e0-95a0-c59cc7bedcaf,mapGeneral_powerStructure_uTech.a78bd4d6-070c-45e0-95a0-c59cc7bedcaf,1,,,,,,,,,,,,,,,
test_encounters.d11cae27-a850-4dd9-b97e-19ed63e966fb,test_encounters,encGeneral_CaptureBase,,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,d11cae27-a850-4dd9-b97e-19ed63e966fb,test_encounters.d11cae27-a850-4dd9-b97e-19ed63e966fb,0,,,,,,,,,,,,,,,
mapGeneral_riverDelta_vLow.6f65840c-c2c7-48cf-962d-fb6c9453d5de,mapGeneral_riverDelta_vLow,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,6f65840c-c2c7-48cf-962d-fb6c9453d5de,mapGeneral_riverDelta_vLow.6f65840c-c2c7-48cf-962d-fb6c9453d5de,1,,,,,,,,,,,,,,,
mapGeneral_Interchange_aDes.1055f6bf-987d-4fa3-9f1d-a99360576531,mapGeneral_Interchange_aDes,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,1055f6bf-987d-4fa3-9f1d-a99360576531,mapGeneral_Interchange_aDes.1055f6bf-987d-4fa3-9f1d-a99360576531,1,,,,,,,,,,,,,,,
mapGeneral_rockyCliffs_vHigh.265c1b0e-54f6-4805-9f92-32ef224f9968,mapGeneral_rockyCliffs_vHigh,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,265c1b0e-54f6-4805-9f92-32ef224f9968,mapGeneral_rockyCliffs_vHigh.265c1b0e-54f6-4805-9f92-32ef224f9968,1,,,,,,,,,,,,,,,
mapGeneral_rawCliffsides_vHigh.0c8ff7f6-3699-4ccd-b1da-94de0eae8935,mapGeneral_rawCliffsides_vHigh,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,0c8ff7f6-3699-4ccd-b1da-94de0eae8935,mapGeneral_rawCliffsides_vHigh.0c8ff7f6-3699-4ccd-b1da-94de0eae8935,1,,,,,,,,,,,,,,,
mapGeneral_sandyMesa_aDes.31761fcc-485f-4b71-bdd5-36ae261701a4,mapGeneral_sandyMesa_aDes,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,31761fcc-485f-4b71-bdd5-36ae261701a4,mapGeneral_sandyMesa_aDes.31761fcc-485f-4b71-bdd5-36ae261701a4,1,,,,,,,,,,,,,,,
mapGeneral_alpinePass_iGlc.1221e6cc-c41f-4fa7-9381-95a04d880848,mapGeneral_alpinePass_iGlc,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,1221e6cc-c41f-4fa7-9381-95a04d880848,mapGeneral_alpinePass_iGlc.1221e6cc-c41f-4fa7-9381-95a04d880848,1,,,,,,,,,,,,,,,
mapGeneral_theMound_vHigh.a2e7540d-07fc-4c09-8f1c-912401f881e5,mapGeneral_theMound_vHigh,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,a2e7540d-07fc-4c09-8f1c-912401f881e5,mapGeneral_theMound_vHigh.a2e7540d-07fc-4c09-8f1c-912401f881e5,1,,,,,,,,,,,,,,,
mapGeneral_bluffs_vHigh.e1062e4c-dc9f-4011-8d28-e4e3ded24e03,mapGeneral_bluffs_vHigh,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,e1062e4c-dc9f-4011-8d28-e4e3ded24e03,mapGeneral_bluffs_vHigh.e1062e4c-dc9f-4011-8d28-e4e3ded24e03,1,,,,,,,,,,,,,,,
mapGeneral_terraceLakes_vLow.1bb28f9e-9d91-4378-aefa-c8c0bc5fe0e0,mapGeneral_terraceLakes_vLow,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,1bb28f9e-9d91-4378-aefa-c8c0bc5fe0e0,mapGeneral_terraceLakes_vLow.1bb28f9e-9d91-4378-aefa-c8c0bc5fe0e0,1,,,,,,,,,,,,,,,
mapGeneral_icyOutpost_iGlc.a2b9ac03-54df-444a-8c9c-72c3528ea5bb,mapGeneral_icyOutpost_iGlc,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,a2b9ac03-54df-444a-8c9c-72c3528ea5bb,mapGeneral_icyOutpost_iGlc.a2b9ac03-54df-444a-8c9c-72c3528ea5bb,1,,,,,,,,,,,,,,,
mapGeneral_craterField_bMars.22e5127e-c7a8-4740-918c-9cd33400ecb8,mapGeneral_craterField_bMars,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,22e5127e-c7a8-4740-918c-9cd33400ecb8,mapGeneral_craterField_bMars.22e5127e-c7a8-4740-918c-9cd33400ecb8,1,,,,,,,,,,,,,,,
mapGeneral_MonsFoothills_bMars.49cc7810-366b-4da6-9eb4-87d3ab2b72e5,mapGeneral_MonsFoothills_bMars,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,49cc7810-366b-4da6-9eb4-87d3ab2b72e5,mapGeneral_MonsFoothills_bMars.49cc7810-366b-4da6-9eb4-87d3ab2b72e5,1,,,,,,,,,,,,,,,
mapGeneral_rockyMesas_aDes.de7f932b-2bc8-45ea-987b-7257f71c2d04,mapGeneral_rockyMesas_aDes,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,de7f932b-2bc8-45ea-987b-7257f71c2d04,mapGeneral_rockyMesas_aDes.de7f932b-2bc8-45ea-987b-7257f71c2d04,1,,,,,,,,,,,,,,,
mapGeneral_bigCrater_bMoon.aa4737e5-32ff-4aeb-9816-5b43e4ea25d7,mapGeneral_bigCrater_bMoon,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,aa4737e5-32ff-4aeb-9816-5b43e4ea25d7,mapGeneral_bigCrater_bMoon.aa4737e5-32ff-4aeb-9816-5b43e4ea25d7,1,,,,,,,,,,,,,,,
mapGeneral_highPeak_iGlc.04444ff7-97ec-4a59-a7df-92be13f168dc,mapGeneral_highPeak_iGlc,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,04444ff7-97ec-4a59-a7df-92be13f168dc,mapGeneral_highPeak_iGlc.04444ff7-97ec-4a59-a7df-92be13f168dc,1,,,,,,,,,,,,,,,
mapGeneral_highPlateaus_aDes.fb4d83aa-5451-4d17-813c-ba24d2395be4,mapGeneral_highPlateaus_aDes,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,fb4d83aa-5451-4d17-813c-ba24d2395be4,mapGeneral_highPlateaus_aDes.fb4d83aa-5451-4d17-813c-ba24d2395be4,1,,,,,,,,,,,,,,,
mapGeneral_riverBend_vLow.ff2e289d-01bf-4595-a60c-8dbf4f6581ce,mapGeneral_riverBend_vLow,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,ff2e289d-01bf-4595-a60c-8dbf4f6581ce,mapGeneral_riverBend_vLow.ff2e289d-01bf-4595-a60c-8dbf4f6581ce,1,,,,,,,,,,,,,,,
mapGeneral_sunkenHills_iTnd.1bc46a51-7e83-436f-840c-274194594bf2,mapGeneral_sunkenHills_iTnd,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,1bc46a51-7e83-436f-840c-274194594bf2,mapGeneral_sunkenHills_iTnd.1bc46a51-7e83-436f-840c-274194594bf2,1,,,,,,,,,,,,,,,
mapGeneral_hiddenLagoon_vHigh.36422010-e880-4cdf-9ec5-557e13dd1897,mapGeneral_hiddenLagoon_vHigh,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,36422010-e880-4cdf-9ec5-557e13dd1897,mapGeneral_hiddenLagoon_vHigh.36422010-e880-4cdf-9ec5-557e13dd1897,1,,,,,,,,,,,,,,,
mapGeneral_frigidSteppes_iTnd.4ed21faf-be9c-4ef0-9b0c-b385b97af1aa,mapGeneral_frigidSteppes_iTnd,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,4ed21faf-be9c-4ef0-9b0c-b385b97af1aa,mapGeneral_frigidSteppes_iTnd.4ed21faf-be9c-4ef0-9b0c-b385b97af1aa,1,,,,,,,,,,,,,,,
mapGeneral_bleakRidge_aBad.29f71c84-48e3-437f-a913-f6c18c712981,mapGeneral_bleakRidge_aBad,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,29f71c84-48e3-437f-a913-f6c18c712981,mapGeneral_bleakRidge_aBad.29f71c84-48e3-437f-a913-f6c18c712981,1,,,,,,,,,,,,,,,
mapGeneral_taigaRiver_iTnd.37fc50c6-f269-4265-a013-d70eb49d1fd7,mapGeneral_taigaRiver_iTnd,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,37fc50c6-f269-4265-a013-d70eb49d1fd7,mapGeneral_taigaRiver_iTnd.37fc50c6-f269-4265-a013-d70eb49d1fd7,1,,,,,,,,,,,,,,,
mapGeneral_alpineCathedral_iTnd.9b4f368d-50f7-49ce-ab17-69a460e1dffb,mapGeneral_alpineCathedral_iTnd,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,9b4f368d-50f7-49ce-ab17-69a460e1dffb,mapGeneral_alpineCathedral_iTnd.9b4f368d-50f7-49ce-ab17-69a460e1dffb,1,,,,,,,,,,,,,,,
mapGeneral_riftValley_vJung.16626016-4a22-4920-be6a-e7818f18c4b9,mapGeneral_riftValley_vJung,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,16626016-4a22-4920-be6a-e7818f18c4b9,mapGeneral_riftValley_vJung.16626016-4a22-4920-be6a-e7818f18c4b9,1,,,,,,,,,,,,,,,
mapGeneral_cityCenter_uTech.c9cc9071-62a5-4dd0-9614-1bb94bdd472c,mapGeneral_cityCenter_uTech,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,c9cc9071-62a5-4dd0-9614-1bb94bdd472c,mapGeneral_cityCenter_uTech.c9cc9071-62a5-4dd0-9614-1bb94bdd472c,1,,,,,,,,,,,,,,,
mapGeneral_gridLock_uTech.5a39b9ed-f3b4-4f96-8e82-aa194ab2104f,mapGeneral_gridLock_uTech,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,5a39b9ed-f3b4-4f96-8e82-aa194ab2104f,mapGeneral_gridLock_uTech.5a39b9ed-f3b4-4f96-8e82-aa194ab2104f,1,,,,,,,,,,,,,,,
mapMultiPurp_metroGreen_uTech.902193df-b430-4fa6-8331-3a06bd4016ed,mapMultiPurp_metroGreen_uTech,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,902193df-b430-4fa6-8331-3a06bd4016ed,mapMultiPurp_metroGreen_uTech.902193df-b430-4fa6-8331-3a06bd4016ed,1,,,,,,,,,,,,,,,
mapGeneral_boggyRocks_vLow.ca2178fc-c596-4990-a2ba-66acf6c0229e,mapGeneral_boggyRocks_vLow,encGeneral_CaptureBase,Capture Base,"Player must move to the Chunk_GoTo, to recon the Base. Along the way the player will be attacked by Chunk_DestroyLance_Defenders. When the player has eliminated the Chunk_DestroyLance_Defenders, the player will then be able to complete the Chunk_OccupyRegion_Base to capture the base.Then the Chunk_DestroyLance_Reinforcements will come to dislodge the player. If they successfully defend and kill the reinforcements, they will have comepleted the objective.The Contract may also turn on the Chunk_BaseDefense_Turrets for added difficulty.",0,7,ca2178fc-c596-4990-a2ba-66acf6c0229e,mapGeneral_boggyRocks_vLow.ca2178fc-c596-4990-a2ba-66acf6c0229e,1,,,,,,,,,,,,,,,
test_encounters.280026b1-259f-44f0-ad82-b6799a05064b,test_encounters,encGeneral_CaptureEscort,,,0,8,280026b1-259f-44f0-ad82-b6799a05064b,test_encounters.280026b1-259f-44f0-ad82-b6799a05064b,0,,,,,,,,,,,,,,,
mapGeneral_Interchange_aDes.c2037b79-24bc-4887-8c30-e708027e8cf0,mapGeneral_Interchange_aDes,encGeneral_CaptureEscort,Capture & Escort,,0,8,c2037b79-24bc-4887-8c30-e708027e8cf0,mapGeneral_Interchange_aDes.c2037b79-24bc-4887-8c30-e708027e8cf0,1,,,,,,,,,,,,,,,
mapGeneral_sandyMesa_aDes.33274e12-b0c3-4c7c-8392-4acead364545,mapGeneral_sandyMesa_aDes,encGeneral_CaptureEscort,Capture Escort,,0,8,33274e12-b0c3-4c7c-8392-4acead364545,mapGeneral_sandyMesa_aDes.33274e12-b0c3-4c7c-8392-4acead364545,1,,,,,,,,,,,,,,,
mapGeneral_borealForest_iGlc.fc8a4784-eaa2-4015-856c-ca1c5b1bb4b2,mapGeneral_borealForest_iGlc,encGeneral_CaptureEscort,Capture Escort,,0,8,fc8a4784-eaa2-4015-856c-ca1c5b1bb4b2,mapGeneral_borealForest_iGlc.fc8a4784-eaa2-4015-856c-ca1c5b1bb4b2,1,,,,,,,,,,,,,,,
mapGeneral_terraceLakes_vLow.80108318-8245-4fe1-99dd-90208779fca5,mapGeneral_terraceLakes_vLow,encGeneral_CaptureEscort,Capture & Escort,,0,8,80108318-8245-4fe1-99dd-90208779fca5,mapGeneral_terraceLakes_vLow.80108318-8245-4fe1-99dd-90208779fca5,1,,,,,,,,,,,,,,,
mapGeneral_theMine_aDes.5086b6fa-ec54-421a-8128-76199e167cfc,mapGeneral_theMine_aDes,encGeneral_CaptureEscort,Capture Escort,,0,8,5086b6fa-ec54-421a-8128-76199e167cfc,mapGeneral_theMine_aDes.5086b6fa-ec54-421a-8128-76199e167cfc,1,,,,,,,,,,,,,,,
mapGeneral_crimsonValley_bMars.c10cef46-f1b7-4865-9c1a-9d24800f9ea9,mapGeneral_crimsonValley_bMars,encGeneral_CaptureEscort,Capture Escort,,0,8,c10cef46-f1b7-4865-9c1a-9d24800f9ea9,mapGeneral_crimsonValley_bMars.c10cef46-f1b7-4865-9c1a-9d24800f9ea9,1,,,,,,,,,,,,,,,
mapGeneral_rockyMesas_aDes.30246cf5-e459-4f9e-9922-1b5dc4313523,mapGeneral_rockyMesas_aDes,encGeneral_CaptureEscort,Capture Escort,,0,8,30246cf5-e459-4f9e-9922-1b5dc4313523,mapGeneral_rockyMesas_aDes.30246cf5-e459-4f9e-9922-1b5dc4313523,1,,,,,,,,,,,,,,,
mapGeneral_bigCrater_bMoon.3d9b6a94-2800-42d5-a84e-0dce95e99001,mapGeneral_bigCrater_bMoon,encGeneral_CaptureEscort,Capture Escort,,0,8,3d9b6a94-2800-42d5-a84e-0dce95e99001,mapGeneral_bigCrater_bMoon.3d9b6a94-2800-42d5-a84e-0dce95e99001,1,,,,,,,,,,,,,,,
mapGeneral_highPlateaus_aDes.b06fd71e-881f-41ca-bbec-863b4eca9aee,mapGeneral_highPlateaus_aDes,encGeneral_CaptureEscort,Capture Escort,,0,8,b06fd71e-881f-41ca-bbec-863b4eca9aee,mapGeneral_highPlateaus_aDes.b06fd71e-881f-41ca-bbec-863b4eca9aee,1,,,,,,,,,,,,,,,
mapGeneral_escarpmentValley_vLow.1b690759-f05a-4908-95b2-c407358aeace,mapGeneral_escarpmentValley_vLow,encGeneral_CaptureEscort,Capture Escort,,0,8,1b690759-f05a-4908-95b2-c407358aeace,mapGeneral_escarpmentValley_vLow.1b690759-f05a-4908-95b2-c407358aeace,1,,,,,,,,,,,,,,,
mapGeneral_sunkenHills_iTnd.f0e2ee68-debf-4230-a952-bc5ca0bfc09a,mapGeneral_sunkenHills_iTnd,encGeneral_CaptureEscort,Capture Escort,,0,8,f0e2ee68-debf-4230-a952-bc5ca0bfc09a,mapGeneral_sunkenHills_iTnd.f0e2ee68-debf-4230-a952-bc5ca0bfc09a,1,,,,,,,,,,,,,,,
mapGeneral_paupersCanyon_aWst.7e1450b6-7268-4315-814c-514bc75870c9,mapGeneral_paupersCanyon_aWst,encGeneral_CaptureEscort,Capture Escort,,0,8,7e1450b6-7268-4315-814c-514bc75870c9,mapGeneral_paupersCanyon_aWst.7e1450b6-7268-4315-814c-514bc75870c9,1,,,,,,,,,,,,,,,
mapGeneral_frigidSteppes_iTnd.823b2a53-1b88-43bc-9d4a-5668f58fbe79,mapGeneral_frigidSteppes_iTnd,encGeneral_CaptureEscort,Capture Escort,,0,8,823b2a53-1b88-43bc-9d4a-5668f58fbe79,mapGeneral_frigidSteppes_iTnd.823b2a53-1b88-43bc-9d4a-5668f58fbe79,1,,,,,,,,,,,,,,,
mapGeneral_alpineCathedral_iTnd.9fe2b6e4-c300-40af-b000-a0007e998688,mapGeneral_alpineCathedral_iTnd,encGeneral_CaptureEscort,Capture Escort,,0,8,9fe2b6e4-c300-40af-b000-a0007e998688,mapGeneral_alpineCathedral_iTnd.9fe2b6e4-c300-40af-b000-a0007e998688,1,,,,,,,,,,,,,,,
mapGeneral_toxicMire_aBad.a78e4789-8571-4171-846d-44dbb518cbb2,mapGeneral_toxicMire_aBad,encGeneral_CaptureEscort,Capture Escort,,0,8,a78e4789-8571-4171-846d-44dbb518cbb2,mapGeneral_toxicMire_aBad.a78e4789-8571-4171-846d-44dbb518cbb2,1,,,,,,,,,,,,,,,
